date,county,state,fips,cases,deaths
2020-03-31,Berks,Pennsylvania,42011,110,0
2020-03-31,Blair,Pennsylvania,42013,6,0
2020-03-31,Bradford,Pennsylvania,42015,7,0
2020-03-31,Bucks,Pennsylvania,42017,319,6
2020-03-31,Butler,Pennsylvania,42019,60,2
2020-03-31,Cambria,Pennsylvania,42021,2,0
2020-03-31,Cameron,Pennsylvania,42023,1,0
2020-03-31,Carbon,Pennsylvania,42025,17,1
2020-03-31,Centre,Pennsylvania,42027,26,0
2020-03-31,Chester,Pennsylvania,42029,159,1
2020-03-31,Clarion,Pennsylvania,42031,3,0
2020-03-31,Clearfield,Pennsylvania,42033,4,0
2020-03-31,Columbia,Pennsylvania,42037,7,0
2020-03-31,Crawford,Pennsylvania,42039,4,0
2020-03-31,Cumberland,Pennsylvania,42041,36,1
2020-03-31,Dauphin,Pennsylvania,42043,45,1
2020-03-31,Delaware,Pennsylvania,42045,338,6
2020-03-31,Erie,Pennsylvania,42049,14,0
2020-03-31,Fayette,Pennsylvania,42051,14,0
2020-03-31,Franklin,Pennsylvania,42055,19,0
2020-03-31,Greene,Pennsylvania,42059,9,0
2020-03-31,Huntingdon,Pennsylvania,42061,1,0
2020-03-31,Indiana,Pennsylvania,42063,6,0
2020-03-31,Juniata,Pennsylvania,42067,3,0
2020-03-31,Lackawanna,Pennsylvania,42069,78,3
2020-03-31,Lancaster,Pennsylvania,42071,123,3
2020-03-31,Lawrence,Pennsylvania,42073,13,2
2020-03-31,Lebanon,Pennsylvania,42075,28,0
2020-03-31,Lehigh,Pennsylvania,42077,272,4
2020-03-31,Luzerne,Pennsylvania,42079,212,4
2020-03-31,Lycoming,Pennsylvania,42081,6,0
2020-03-31,McKean,Pennsylvania,42083,1,0
2020-03-31,Mercer,Pennsylvania,42085,8,0
2020-03-31,Mifflin,Pennsylvania,42087,2,0
2020-03-31,Monroe,Pennsylvania,42089,236,7
2020-03-31,Montgomery,Pennsylvania,42091,570,6
2020-03-31,Montour,Pennsylvania,42093,10,0
2020-03-31,Northampton,Pennsylvania,42095,245,5
2020-03-31,Northumberland,Pennsylvania,42097,1,0
2020-03-31,Perry,Pennsylvania,42099,1,0
2020-03-31,Philadelphia,Pennsylvania,42101,1315,14
2020-03-31,Pike,Pennsylvania,42103,48,1
2020-03-31,Potter,Pennsylvania,42105,2,0
2020-03-31,Schuylkill,Pennsylvania,42107,38,0
2020-03-31,Snyder,Pennsylvania,42109,2,1
2020-03-31,Somerset,Pennsylvania,42111,2,0
2020-03-31,Susquehanna,Pennsylvania,42115,1,0
2020-03-31,Tioga,Pennsylvania,42117,2,0
2020-03-31,Union,Pennsylvania,42119,4,0
2020-03-31,Venango,Pennsylvania,42121,3,0
2020-03-31,Warren,Pennsylvania,42123,1,0
2020-03-31,Washington,Pennsylvania,42125,33,0
2020-03-31,Wayne,Pennsylvania,42127,10,0
2020-03-31,Westmoreland,Pennsylvania,42129,61,0
2020-03-31,York,Pennsylvania,42133,66,0
